Tree	q1	q2	cellpop	coars	cryst	dens	mfa	moe	rad	rwidth	specsurf	tad	cellwt	h97
E560A3_2_067_3	-5.175	0.68	1239.242	344.6282	2.6151	423.9283	12.2271	12.3341	31.2693	2.5727	348.7329	26.7754	2.1752	570
E560A3_2_068_2	-4.203	0.523	1682.019	296.9174	2.6915	501.0238	14.0552	14.5355	25.6913	2.2433	348.8309	24.0699	2.2457	480
E560A3_2_068_4	-2.923	-2.306	1316.1767	324.8064	2.6261	428.9709	11.4424	13.395	29.2026	2.4453	362.4557	27.0237	2.1379	330
E560A3_2_069_3	-4.396	-0.251	1242.6647	330.1134	2.5209	411.1762	21.8072	8.3492	30.5548	3.0829	364.6871	27.4686	2.0948	495
E560A3_2_069_5	-4.271	1.235	1381.6332	262.8473	2.6062	363.8402	21.1971	8.1304	29.0203	3.74	432.0682	25.9445	1.7379	295
E560A3_2_070_3	-5.755	0.745	1752.3232	257.5355	2.6411	451.1259	15.2943	12.2095	25.2619	2.0654	389.3042	23.3293	1.9564	300
E560A3_2_070_5	-2.647	-0.385	1423.3845	300.0882	2.5255	426.9566	28.2846	6.8752	27.0331	2.6238	373.8606	27.0898	2.043	410
E560A3_2_071_4	-4.189	1.812	1525.5377	271.6209	2.6727	412.9172	15.5435	11.183	27.2603	2.8344	398.5897	25.0769	1.903	495
E560A3_2_072_4	-2.895	1.07	1422.6214	325.5708	2.5953	456.4753	14.178	12.5246	27.818	2.6806	349.8343	26.4629	2.2196	380
E560A3_2_073_3	-3.069	-0.887	1280.0873	362.9978	2.5467	461.7166	28.7082	6.6325	29.4396	3.395	343.0529	27.6961	2.3753	515
E560A3_2_074_2	-3.026	1.051	1225.7312	367.0235	2.5708	449.6604	16.9875	11.6087	30.1866	2.4355	337.5742	27.9834	2.3432	390
E560A3_2_074_4	-5.093	1.535	1114.2346	364.9974	2.5287	408.4454	23.4104	7.8826	34.0883	3.5114	352.328	27.4758	2.1884	575
E560A3_2_075_1	-1.746	-1.218	1258.2255	361.4652	2.5755	452.8564	19.9021	9.7861	30.1809	3.2648	334.1138	27.5763	2.3259	530
E560A3_2_077_4	-1.04	-0.099	1707.3838	262.9219	2.6617	454.0098	18.035	11.3583	26.3934	2.8047	397.049	23.0184	1.9982	570
E560A3_2_078_1	-2.731	-1.199	1113.8269	369.6976	2.5708	407.9601	14.4922	10.5998	31.2315	3.1739	346.2566	30.1184	2.2064	550
E560A3_2_078_4	-3.1	-0.702	1135.731	354.0963	2.5997	397.0381	15.6239	10.0345	32.2298	4.1208	359.5555	28.814	2.1201	765
E560A3_2_079_2	-3.251	-0.149	1369.8752	273.0978	2.5923	374.6196	20.9941	8.5386	28.7458	3.4059	416.3648	26.1967	1.8057	535
E560A3_2_079_5	1.26	-2.225	1116.035	407.9872	2.5302	453.4385	17.5472	11.0411	30.6225	3.6028	313.737	30.3767	2.479	575
E560A3_2_080_3	-2.654	0.914	1399.1339	308.9705	2.6171	430.5986	16.4613	10.7466	29.0281	2.34	376.7212	25.816	2.0882	445
E560A3_2_080_4	-2.625	-0.244	1541.6531	281.1241	2.5993	437.9208	13.478	12.4891	26.6258	2.4475	390.8083	25.2451	2.0213	540
E560A3_2_081_3	1.929	-2.34	1314.4574	340.9225	2.5596	448.6971	19.4728	9.9152	29.4315	3.1938	343.9355	26.7286	2.2485	520
E560A3_2_081_4	2.741	-1.797	1470.8277	296.8104	2.5316	446.3519	25.4436	7.5002	27.7563	2.8908	380.9075	25.475	2.0969	550
E560A3_2_082_5	-0.348	-1.567	1278.0239	350.1009	2.652	440.9944	16.1651	11.969	29.8565	3.35	347.4056	27.9829	2.25	570
E560A3_2_084_1	1.515	-1.771	1218.5811	317.8654	2.5	384.0354	28.2403	6.0765	31.0126	4.2357	381.2388	27.938	1.9656	580
E560A3_2_084_2	1.197	-2.542	1316.3896	305.7169	2.6225	405.1017	18.8588	9.8631	30.5795	3	384.3845	25.7255	1.9982	530
E560A3_2_085_4	3.032	-0.732	1479.6936	302.2746	2.5786	444.1413	17.2178	11.2661	27.0609	2.9684	366.8395	26.0029	2.1035	470
E560A3_2_085_5	0.133	-4.483	1114.5498	334.705	2.5579	368.5133	20.4573	8.2935	32.8443	3.5068	381.1154	28.9132	1.9686	510
E560A3_2_087_1	2.439	-0.476	1362.2181	307.3646	2.5913	421.2846	16.3948	10.4634	29.6336	3.2817	374.4022	25.4977	2.0552	430
E560A3_2_087_3	1.657	-3.307	1485.2729	305.0708	2.6007	452.3418	15.9034	11.4733	27.8269	2.1456	356.9416	24.9871	2.1303	380
E560A3_2_088_5	0.615	-0.904	1398.3705	304.9397	2.5923	428.4103	16.9059	10.7251	30.4176	2.5422	367.6169	24.1663	2.0535	320
E560A3_2_089_2	0.466	0.009	1603.2037	289.8422	2.5797	457.8668	18.4562	11.0478	24.3035	2.8357	374.1588	26.7231	2.0957	550
E560A3_2_089_3	1.131	-1.009	1496.6977	294.95	2.6102	441.4786	16.1943	11.3863	25.7144	2.3775	372.9395	26.8719	2.0745	520
E560A3_2_090_4	2.319	0.338	1525.0503	291.4646	2.5623	445.9321	17.7776	11.3349	26.6988	1.8556	378.7858	25.2717	2.0802	375
E560A3_2_091_5	0.758	-2.297	1592.2987	274.5845	2.6476	434.016	26.0774	8.4495	27.0857	3.2531	385.5926	24.2693	1.9687	380
E560A3_2_092_2	0.013	-0.869	1332.4377	295.3026	2.582	391.7971	15.7077	10.6868	29.1224	3.6676	391.6772	26.8999	1.9223	490
E560A3_2_092_4	0.176	-0.871	1441.2508	271.1384	2.6064	394.1925	19.6134	9.6307	30.752	3.4688	416.2444	23.6838	1.8407	570
E560A3_2_093_5	1.098	-0.692	1413.4357	293.2595	2.5141	413.4542	23.4701	8.1987	28.2101	3.2548	390.0391	25.9941	1.9918	430
E560A3_2_095_3	0.078	-0.836	1302.5944	330.7905	2.5723	426.5174	17.7946	10.3896	29.5623	2.9193	359.6522	27.3088	2.1446	660
E560A3_2_095_5	2.336	-1.274	1549.4112	247.3363	2.6378	381.4565	19.2186	9.0394	27.3274	3.7368	436.0728	24.662	1.734	605
E560A3_2_096_1	-1.532	2.013	1193.2264	346.6095	2.5277	412.4153	23.8062	7.6076	29.4367	3.7804	362.1934	29.8063	2.1547	730
E560A3_2_096_3	-1.082	2.459	1534.8568	252.9232	2.6064	387.596	19.9379	8.9683	27.8648	3.6172	436.8835	24.4218	1.7715	625
E560A3_2_097_3	-1.034	-0.697	1343.534	305.0791	2.5842	407.92	15.56	10.8907	28.9286	2.95	386.9771	26.8595	2.0105	520
E560A3_2_098_3	-0.964	-2.084	1475.7465	296.2873	2.6908	432.8492	12.5652	13.2409	27.6749	2.0607	376.3869	25.592	2.0463	400
E560A3_2_098_4	-0.793	-2.267	1392.7153	287.1813	2.5968	392.8728	22.0678	8.0259	28.0205	3.6592	394.5422	27.0227	1.8945	605
E560A3_2_098_5	-1.86	-1.92	1421.0684	378.1107	2.5744	541.3911	30.0881	6.9324	27.7299	2.4908	310.9715	26.4142	2.6871	520
E560A3_2_099_1	0.024	-1.049	1582.0034	258.8579	2.602	406.7544	23.1341	8.3631	26.7932	3.3813	413.8511	24.6269	1.8438	515
E560A3_2_099_4	-0.618	1.139	1308.1997	332.8116	2.5858	431.966	15.6736	11.0206	29.0402	3.2845	356.7903	27.7207	2.1669	505
E560A3_2_100_1	-0.687	-0.631	1837.8505	243.481	2.6936	445.6175	14.673	13.3073	24.4669	2.2271	404.9552	22.8644	1.8909	260
E560A3_2_100_3	-1.996	0.322	1295.3715	356.8804	2.5298	457.6115	23.1857	8.6472	28.5809	2.6175	336.3695	28.2508	2.3293	510
E560A3_2_100_5	-1.355	-1.01	1566.9859	251.768	2.5456	393.3416	27.9575	6.5971	25.6913	3.7853	420.5365	25.9787	1.7796	490
E560A3_2_101_1	-0.19	-1.612	1037.4145	447.8401	2.6083	455.4649	15.2343	11.8848	32.5588	3.6705	296.8677	31.3044	2.59	615
E560A3_2_101_4	1.359	-0.094	1538.5122	297.1599	2.6503	457.3942	11.9588	15.4088	26.2442	2.3346	369.522	25.6876	2.1276	410
E560A3_2_101_5	-0.78	0.071	1219.3238	356.4068	2.6088	435.4928	12.0007	12.87	30.7727	3.0613	343.2801	27.6809	2.2587	480
E560A3_2_102_2	-0.331	-1.864	1304.6704	331.3524	2.592	426.6715	14.4465	11.2487	29.6125	2.7989	353.1097	26.9882	2.1413	570
E560A3_2_102_3	-0.9	-1.978	1363.1006	398.4127	2.5826	539.8326	14.7762	15.1019	27.8942	2.175	296.138	27.4204	2.7455	380
E560A3_2_105_2	-0.438	-2.133	1461.5729	302.8934	2.5977	446.3602	16.7384	11.5581	27.5789	2.2265	368.444	25.6481	2.1194	345
E560A3_2_105_4	-0.91	-1.178	1407.7673	292.5807	2.6688	413.6728	23.3519	8.7731	29.6585	3.505	386.9688	25.0346	1.9766	550
E560A3_2_106_2	0.294	-0.156	1615.4909	260.9376	2.6403	422.9559	15.2856	11.4761	26.1302	3.0196	401.8295	24.3723	1.8991	410
E560A3_2_107_1	-0.949	-1.771	1363.5026	293.2276	2.5926	398.6349	23.4406	8.1339	28.5786	4.3338	390.3981	26.5412	1.9395	630
E560A3_2_107_2	-0.539	-1.432	1325.5982	327.3647	2.563	435.6952	21.716	9.1918	29.9871	3.4816	360.6693	26.2144	2.1684	530
E560A3_2_107_5	0.357	-0.368	1267.0327	328.5365	2.6056	414.4425	17.3828	9.9055	30.1529	3.2675	362.0878	27.3417	2.0972	530
E560A3_2_108_2	-0.996	-0.051	1212.7644	376.7383	2.5414	451.5579	21.9203	8.9854	30.6926	3.1337	329.3311	28.2143	2.3704	710
E560A3_2_109_4	1.581	0.281	1351.4837	318.0695	2.5268	427.136	24.2566	7.8747	27.6565	3.41	364.6553	27.8514	2.1067	815
E560A3_2_109_5	-0.78	-0.247	1397.1864	324.6939	2.6927	456.1096	10.5497	14.4149	27.4507	1.7964	349.4231	26.823	2.2211	520
E560A3_2_110_4	-1.001	-3.152	1471.9842	302.0074	2.5354	438.5977	21.8823	8.8375	27.3997	2.8023	371.3676	26.1319	2.0832	530
E560A3_2_111_1	1.692	-0.089	1492.7217	316.9384	2.5135	469.9386	23.502	8.6442	25.7208	2.4288	344.1559	26.9526	2.2233	405
E560A3_2_111_3	-0.897	-1.232	1242.1513	341.9756	2.5323	426.245	22.8056	7.9179	28.9556	3.1102	346.8195	28.8106	2.1761	520
E560A3_2_112_4	0.277	0.195	1109.9821	320.0729	2.5846	354.8354	17.7843	8.4221	32.4286	3.7655	394.864	28.8422	1.8893	600
E560A3_2_113_3	2.253	-1.469	1349.9544	339.4885	2.6211	456.0522	20.0334	10.5273	28.4724	2.4062	342.5812	27.0694	2.264	450
E560A3_2_114_5	3.503	-1.141	1028.3422	382.2114	2.6047	391.1651	16.4339	9.2355	32.5414	3.899	343.6336	31.2871	2.1851	770
E560A3_2_115_5	-0.349	-1.896	1356.2333	302.5403	2.5799	412.4111	13.7489	11.7214	27.2339	2.1762	382.627	27.9303	2.0172	430
E560A3_2_116_5	-1.418	0.346	1592.1828	269.9075	2.6619	429.543	15.9823	11.8635	27.0458	2.2067	396.2512	23.9917	1.9487	385
E560A3_2_117_1	0.118	0.64	1055.7419	353.6666	2.5696	370.4268	21.1186	7.5689	32.2686	3.215	374.8897	31.043	2.0385	455
E560A3_2_118_5	1.404	-1.115	1355.6777	332.362	2.5845	436.4786	20.2379	10.2421	28.404	3.2	354.5451	27.4381	2.1731	500
E560A3_2_119_5	-1.055	-0.478	1278.9343	320.4883	2.6234	408.5938	14.0357	10.6398	29.3446	3.142	368.8636	27.7239	2.0548	620
E560A3_2_120_1	-1.082	0.643	1286.866	296.5304	2.5044	379.8291	29.7276	5.1998	30.3266	3.6345	399.7836	26.7159	1.8919	640
E560A3_2_122_2	11.704	23.803	1684.594	290.2776	2.6447	486.3237	20.3645	11.4783	24.7266	1.7739	356.5278	25.0449	2.1735	440
E560A3_2_122_4	12.597	24.536	1626.1273	293.6077	2.672	463.6007	18.422	12.334	25.5749	1.9171	363.4555	25.6595	2.1161	440
E560A3_2_123_2	11.954	21.067	1465.307	318.9902	2.5939	469.6405	20.4201	11.2227	27.7178	1.6658	347.2664	25.2072	2.2398	305
E560A3_2_124_2	6.767	14.611	1328.2099	350.5831	2.6062	459.2402	16.985	12.0882	28.5765	2.8073	335.3619	27.5591	2.3088	610
E560A3_2_124_5	8.227	15.249	1349.9492	364.2609	2.5897	490.1544	19.4289	10.8351	28.3095	2.8643	314.1326	27.2886	2.4459	595
E560A3_2_126_1	-0.069	-0.764	1305.6324	295.5767	2.5354	382.5854	23.4497	7.0411	29.4616	3.744	397.2344	27.2288	1.8961	570
E560A3_2_128_2	0.145	1.72	1200.7951	346.7823	2.5692	416.1715	18.3843	9.3867	29.7972	3.4026	357.0915	29.2284	2.1633	520
E560A3_2_130_5	0.14	-0.902	1342.3813	310.6725	2.5491	419.3187	20.5424	9.2633	29.1089	2.5113	370.3581	26.2795	2.0574	390
E560A3_2_131_2	-0.784	-1.858	1564.4572	278.9968	2.5961	437.1444	21.5115	9.3168	27.0541	3.1956	382.2424	24.3296	1.999	520
E560A3_2_131_5	-0.205	-1.723	1490.3727	294.1055	2.6126	436.1295	16.5886	11.1004	27.1048	2.3309	375.2006	25.6	2.0575	395
E560A3_2_132_3	-0.674	1.405	1391.1737	296.671	2.589	411.2732	14.7757	10.7678	28.1165	2.8986	385.1915	26.6839	1.9856	470
E560A3_2_133_2	1.519	2.142	1437.7101	264.2611	2.6296	374.4496	19.7713	9.0383	27.9777	4.0115	433.3065	25.924	1.7765	565
E560A3_2_133_3	1.579	0.535	1092.7654	351.5193	2.5989	381.903	17.007	9.6746	33.9101	3.4	369.6813	28.0757	2.0618	520
E560A3_2_134_1	0.527	0.038	1357.1767	287.0714	2.6311	379.7797	17.9954	9.5355	29.0956	4.1324	407.4121	26.7416	1.8595	470
E560A3_2_134_2	0.557	-1.881	1547.0472	267.653	2.5648	411.6352	18.7424	9.8768	26.3264	2.0234	402.6236	25.4687	1.8886	260
E560A3_2_136_2	1.235	-1.059	1497.3902	295.4574	2.6527	428.823	18.6244	10.2346	26.842	3.1658	373.6811	26.4564	2.024	585
E560A3_2_136_4	1.541	-1.864	1172.8031	338.5471	2.6054	396.3369	16.6987	9.8391	30.9219	3.29	369.1101	28.6417	2.0832	570
E560A3_2_137_1	1.715	-1.154	1210.2041	367.1765	2.4948	437.9585	27.7915	7.1231	29.5074	4.5062	331.1555	29.0529	2.2915	585
E560A3_2_138_3	1.568	-0.596	1444.8658	292.4242	2.6193	420.4824	22.1754	8.8599	26.7629	3.5558	376.5412	26.7533	1.997	485
E560A3_2_138_5	-0.904	0.284	1574.5432	249.7981	2.6091	389.3533	29.1535	6.6061	26.793	3.2429	428.2666	24.7585	1.7626	400
E560A3_2_140_3	1.273	0.198	1407.4972	313.3997	2.63	440.2107	14.0739	11.8305	27.7355	2.975	360.3895	26.528	2.1292	500
E560A3_2_141_5	2.29	-2.17	1359.1039	386.7169	2.4419	524.2096	32.6879	5.6109	29.1918	2.9435	300.5051	26.0391	2.6385	550
E560A3_2_142_3	3.041	-0.848	1383.9065	302.7205	2.4995	418.1441	25.7508	7.2099	28.5943	2.8375	383.4208	26.2472	2.0289	415
E560A3_2_144_4	2.42	-1.345	1401.4475	306.7423	2.6138	431.883	17.5019	10.5027	27.2937	2.1425	370.3086	27.125	2.0851	500
E560A3_2_145_3	2.842	0.202	1544.2751	292.1121	2.596	450.9029	13.4399	12.7323	25.9354	2.3087	374.5533	25.9729	2.0934	450
E560A3_2_145_5	2.906	-3.385	1324.1265	343.7131	2.604	450.014	14.9179	12.3311	29.1441	2.5182	342.8983	27.1766	2.2588	460
E560A3_2_146_3	2.412	-3.364	1484.2807	273.3385	2.5996	408.2214	18.0889	10.2425	26.0626	2.24	401.0619	26.466	1.9026	390
E560A3_2_147_4	4.16	-1.744	1573.0943	245.6259	2.5761	384.4264	21.4872	8.326	26.9679	2.5481	431.0709	24.3621	1.7356	360
E560A3_2_150_1	0.456	-0.971	1215.2275	320.3383	2.5246	390.5564	24.7944	7.0068	32.2488	4.0631	381.6196	26.4184	1.9956	510
E560A3_2_151_3	0.353	-0.294	1308.8981	312.0741	2.5616	407.1558	22.7931	8.0305	29.2741	3.0447	380.9242	27.2411	2.0284	430
E560A3_2_152_5	0.857	0.484	1327.9546	398.9647	2.6141	537.4335	25.4877	9.8885	26.7978	2.3632	298.267	29.0265	2.7365	450
E560A3_2_153_5	-0.066	-1.092	1341.5196	299.0586	2.5125	395.791	24.6425	7.4798	28.8659	3.3705	392.0888	27.4038	1.9424	620
E560A3_2_154_1	0.31	-1.652	1318.7419	311.3729	2.6667	404.135	18.0133	10.4521	28.7107	2.3942	380.0976	27.7055	2.0105	400
E560A3_2_154_3	1.399	0.798	1345.2602	296.6815	2.5821	399.4109	18.0321	9.5789	29.2101	2.9962	390.5256	26.3755	1.9531	500
E560A3_2_156_4	1.008	-1.162	1401.2135	278.8155	2.5391	383.2402	24.1916	7.4814	27.6599	3.05	414.8485	27.1407	1.8458	395
E560A3_2_157_4	2.451	0.999	1445.3523	320.1703	2.5962	455.8591	20.902	9.3348	27.404	2.95	353.1759	26.4823	2.1931	600
E560A3_2_158_5	0.554	-2.62	1458.9611	239.9713	2.5585	352.9189	31.3082	5.727	27.2032	3.1038	463.4954	25.698	1.642	260
E560A3_2_160_1	0.621	0.355	1210.5163	310.0469	2.571	374.8948	23.8799	7.1748	31.5913	3.2705	395.3321	27.1072	1.921	565
E560A3_2_160_4	1.726	-1.537	1557.9787	289.288	2.6819	448.0177	17.6554	11.4782	26.7188	2.425	373.3692	24.954	2.0662	400
E560A3_2_160_5	1.921	0.541	1306.8032	328.7304	2.6554	430.0823	17.1683	10.9377	28.1527	2.7947	356.6515	28.0416	2.1533	430
E560A3_2_161_4	-1.085	-3.145	1451.2822	308.79	2.6574	444.6687	12.2974	12.8016	28.0258	2.6234	357.4257	25.5304	2.1206	585
E560A3_2_163_1	0.948	0.254	1543.4823	291.9473	2.6337	453.0067	27.0351	8.2656	26.0857	2.5	367.8741	25.4977	2.094	360
E560A3_2_164_3	0.589	-0.904	1206.1211	356.4176	2.6577	427.9675	18.9065	10.0061	29.4586	2.7952	342.7071	29.1866	2.2319	490
E560A3_2_165_1	-0.94	-1.07	1246.0429	337.861	2.6318	418.2085	16.9385	10.713	28.8915	2.7773	361.9992	29.0468	2.1429	555
E560A3_2_165_4	-1.754	-0.692	1122.5246	389.2463	2.6663	436.6001	15.6651	11.3776	30.6929	3.5536	325.3486	30.064	2.3635	610
E560A3_2_166_4	0.385	0.455	1155.522	335.9346	2.6332	389.461	18.2664	9.3743	32.6031	3.4293	379.614	27.6467	2.051	620
E560A3_2_167_5	-0.016	-1.002	1173.0865	304.1027	2.6778	354.1376	18.3924	8.6149	31.2743	3.4397	405.6152	28.3953	1.8392	365
E560A3_2_168_4	0.155	-0.76	1285.708	288.0988	2.6192	371.0267	20.4727	7.9704	29.6418	3.1762	409.2713	27.088	1.845	500
E560A3_2_168_5	0.739	-0.491	1335.3011	285.8487	2.6204	376.6459	24.1438	7.5286	28.1907	3.0114	411.2023	28.1014	1.848	480
E560A3_2_169_4	0.412	-2.51	1289.2872	272.0186	2.6264	350.9569	21.6511	7.6543	28.7795	3.5095	441.14	28.1781	1.7373	590
E560A3_2_169_5	-0.094	-2.64	1231.2239	303.394	2.6783	375.1017	12.5088	10.9694	30.4681	3.5276	406.9567	27.5647	1.9127	530
E560A3_2_170_4	-1.409	-1.339	1293.5616	354.2616	2.685	461.5705	17.9202	11.0851	29.3947	3.1	337.547	27.2643	2.3397	650
E560A3_2_170_5	0.194	-1.668	1145.1263	353.4756	2.6456	404.6779	17.9844	10.0475	31.8737	3.731	360.9177	28.7992	2.1501	665
E560A3_2_171_3	0.516	0.277	1172.1552	391.0379	2.6346	461.777	15.0634	13.2494	30.0742	2.4337	323.5958	29.4632	2.4605	440
E560A3_2_172_1	-1	0.288	1598.948	240.3041	2.6198	379.9276	23.6538	7.592	28.5224	3.6783	446.2708	22.8829	1.6959	520
E560A3_2_172_2	0.336	2.146	1262.5528	338.4134	2.6141	426.5793	14.0283	11.4713	29.8592	2.7088	351.6582	27.4052	2.1691	485
E560A3_2_173_1	5.891	10.936	1313.4161	324.0389	2.6583	421.2196	22.408	9.0133	29.1748	3.5159	364.9609	27.4811	2.1052	600
E560A3_2_173_2	3.607	3.115	1368.2059	283.4164	2.6749	391.0389	14.2445	10.7742	28.2634	2.8908	407.5588	26.9867	1.8873	500
E560A3_2_175_5	0.626	0.299	1496.893	268.6768	2.63	399.1559	19.6024	9.9537	26.5677	2.8339	416.9243	26.3449	1.8622	410
E560A3_2_176_1	1.228	-0.775	1549.8982	262.6858	2.6385	405.7441	17.5099	10.4595	26.7375	3.0403	406.2612	25.2206	1.8507	625
E560A3_2_177_1	0.601	-1.062	1345.7198	328.3171	2.691	440.7334	13.6155	12.4768	26.8808	3.35	357.574	28.9551	2.1826	475
E560A3_2_177_4	2.263	-2.535	1556.2136	301.6327	2.6838	467.3729	13.6048	14.544	26.302	2.0306	357.4561	25.3754	2.1675	370
E560A3_2_178_2	0.229	-1.941	1789.9645	242.547	2.6364	436.6962	16.4621	11.0597	23.6458	2.4821	406.3604	24.3807	1.8644	440
E560A3_2_178_4	1.209	-1.323	1507.4773	291.2551	2.6531	437.6696	19.8223	10.2187	27.1192	3.4964	370.7444	25.7914	2.0383	480
E560A3_2_179_5	-0.15	-3.968	1415.747	288.8686	2.6792	407.6871	13.7353	12.1938	27.4877	2.13	392.6507	26.5818	1.956	395
E560A3_2_181_4	3.418	-0.535	1462.0788	269.7967	2.6144	392.2066	26.3263	7.423	27.3159	3.275	412.152	26.0761	1.843	530
E560A3_2_181_5	4.931	0.103	1291.0118	272.6123	2.5725	353.3383	23.6914	6.9125	29.6797	3.7011	433.851	27.2003	1.7416	570
E560A3_2_182_3	2.07	-2.432	1742.0687	235.4801	2.5851	411.8395	25.9424	7.8286	24.7599	1.9059	434.7525	23.8146	1.7768	310
E560A3_2_182_4	3.741	-0.512	1378.4023	307.4782	2.6722	421.6827	15.5887	11.5709	28.5072	2.4764	372.7822	26.4049	2.0538	370
E560A3_2_183_3	2.35	-1.501	1584.3979	227.0296	2.5898	361.1012	28.6867	6.1556	26.1452	2.7819	471.1441	24.8344	1.6114	435
E560A3_2_183_4	2.336	-2.273	1520.0405	271.2553	2.657	413.4726	15.4917	11.6137	26.1468	2.1389	404.406	26	1.9121	420
E560A3_2_184_1	0.319	-0.767	1588.5028	263.1823	2.6503	421.6829	22.2524	8.814	25.3411	1.6917	407.0741	25.3738	1.9085	380
E560A3_2_184_2	0.041	-0.12	1589.9667	286.5952	2.6651	456.9046	13.5361	13.4152	26.0347	1.7461	373.7413	24.9592	2.0862	410
E560A3_2_184_3	1.48	-2.306	1276.646	298.8649	2.6636	380.2221	15.8223	9.8746	29.5914	2.8513	400.2697	27.8107	1.9007	500
E560A3_2_185_3	0.469	-2.222	1419.0319	267.5645	2.6282	374.2481	23.9794	7.4526	26.8437	2.4597	417.7084	27.375	1.78	290
E560A3_2_185_5	1.492	-0.694	1292.4274	300.7814	2.6647	389.3187	16.304	10.2038	28.338	2.8528	397.6667	28.185	1.9457	370
E560A3_2_186_2	1.831	-0.165	1462.4055	291.9749	2.6833	426.6806	12.489	13.2629	26.5381	3.005	379.8756	26.9636	2.0136	560
E560A3_2_186_3	-0.541	-0.188	1331.4716	329.9563	2.6526	435.3912	19.9559	10.1336	27.9549	2.4303	362.6615	28.2426	2.1729	470
E560A3_2_188_3	-0.536	-2.478	1381.7347	295.6641	2.6676	407.0165	15.1295	10.7871	28.0869	2.675	389.6699	26.8796	1.9717	480
E560A3_2_189_1	0.188	-0.45	1482.8953	295.745	2.5857	428.0739	22.8633	8.765	28.2755	3.9263	373.4772	25.2576	2.0208	705
E560A3_2_189_5	-0.434	0.137	1308.508	333.8396	2.5446	441.401	21.4954	8.7948	29.6361	3.4475	354.768	26.8877	2.206	560
E560A3_2_190_4	0.802	-1.789	1102.5975	337.1633	2.644	371.4928	15.7996	9.8599	31.8436	3.783	381.0409	29.7264	1.9972	600
E560A3_2_191_1	-0.741	-1.779	1361.82	325.5214	2.664	437.5119	16.5008	11.8085	29.0844	3.2531	359.6309	26.6027	2.161	510
E560A3_2_192_2	-2.656	-1.704	1239.13	313.7	2.6245	391.2883	24.103	7.608	30.146	2.8488	387.3415	27.6423	1.9918	545
E560A3_2_192_4	-0.687	-2.081	1156.1464	335.5217	2.6152	388.0642	21.103	8.539	30.0839	3.0391	378.4556	29.8349	2.0532	575
E560A3_2_193_4	-0.467	0.535	1574.246	236.2903	2.5672	373.7538	26.1179	7.0551	25.579	4.12	446.2245	25.6882	1.6762	550
E560A3_2_193_5	0.765	-0.951	1255.8185	299.3712	2.6738	378.5986	16.7931	10.1199	28.8512	2.8536	399.2856	28.4942	1.9063	480
E560A3_2_197_2	1.787	0.185	1380.3486	307.5509	2.5727	422.8607	17.1486	10.4939	28.0905	3.2079	375.1448	26.8834	2.0598	490
E560A3_2_198_2	0.431	-1.482	1290.7474	340.6503	2.6749	436.9573	15.904	11.408	28.6882	3.3934	349.9356	28.0679	2.2139	495
E560A3_2_199_4	0.757	3.477	1636.9156	250.3004	2.6815	408.1217	16.529	10.5482	24.6263	1.9603	429.1126	25.5708	1.8254	310
E560A3_2_200_3	-0.002	0.604	1199.4788	362.5898	2.5939	437.71	22.9293	8.173	29.8326	3.1886	338.9103	28.8905	2.2827	620
E560A3_2_201_4	-0.059	0.039	1317.4662	329.3585	2.6696	431.6661	17.7999	10.5047	29.6293	2.3114	353.513	26.5533	2.1523	550
E560A3_2_202_3	-1.962	0.1	1275.1535	378.8353	2.6778	473.4107	13.404	14.5138	29.4599	2.155	318.4998	27.9072	2.4425	405
E560A3_2_203_2	0.279	1.087	1141.2062	358.6763	2.6775	407.6461	16.7341	10.71	31.3925	3.3207	351.7084	29.0203	2.174	625
E560A3_2_203_4	0.859	0.384	1340.2343	311.6817	2.6905	419.1754	16.2487	11.1444	28.047	2.8395	371.8984	27.5523	2.0653	455
E560A3_2_204_2	-1.039	0.056	1111.2094	380.9137	2.686	418.7238	11.0373	13.27	32.5166	2.7852	336.3349	28.9599	2.2711	445
E560A3_2_206_3	-0.113	-1.148	1193.1561	307.8919	2.6332	370.4257	18.1446	8.655	31.3361	3.4976	395.9656	27.7202	1.9026	590
E560A3_2_206_4	-1.069	-0.434	1234.5518	289.5645	2.6813	360.2382	14.5238	9.3024	30.153	3.5716	414.7513	27.7283	1.819	570
E560A3_2_207_2	-2.547	-0.915	1288.5236	306.6474	2.6109	391.2893	21.2682	8.2323	29.4355	4.325	385.2306	27.5539	1.9575	595
E560A3_2_208_5	3.238	8.243	1468.7465	315.6694	2.7086	462.8471	14.4901	12.9447	27.1707	2.2762	350.2568	25.8039	2.2081	470
E560A3_2_209_1	-1.414	-4.696	1317.3564	337.6352	2.6765	438.3188	20.5422	10.0096	28.0876	2.8118	350.755	28.2903	2.2028	480
E560A3_2_210_3	-0.491	-2.89	1282.7425	298.5751	2.677	383.236	14.3723	10.6946	30.0336	2.4325	399.4115	26.8261	1.9153	420
E560A3_2_211_3	-1.782	0.421	1366.6612	323.1658	2.6966	438.9237	15.5764	11.3228	27.6458	2.28	357.0314	27.5061	2.1581	575
E560A3_2_212_1	0.937	-0.629	1484.489	286.2406	2.5943	422.4855	20.9583	10.1649	26.6257	2.1381	386.2181	26.2422	1.9873	425
E560A3_2_214_2	-0.945	0.071	1521.9155	271.1838	2.6116	410.5145	24.3838	7.5307	26.5832	1.755	405.3104	25.679	1.9007	380
